01.01.2023,Day-ahead Price,Currency,Year,Month,Day,Hour
10:00 - 11:00,102.91,EUR,2023,6,22,11
11:00 - 12:00,106.79,EUR,2023,6,22,12
12:00 - 13:00,106.46,EUR,2023,6,22,13
13:00 - 14:00,106.79,EUR,2023,6,22,14
14:00 - 15:00,108.19,EUR,2023,6,22,15
15:00 - 16:00,125.77,EUR,2023,6,22,16
16:00 - 17:00,137.3,EUR,2023,6,22,17
17:00 - 18:00,157.43,EUR,2023,6,22,18
18:00 - 19:00,155.23,EUR,2023,6,22,19
19:00 - 20:00,147.18,EUR,2023,6,22,20
20:00 - 21:00,134.34,EUR,2023,6,22,21
21:00 - 22:00,120.86,EUR,2023,6,22,22
22:00 - 23:00,103.86,EUR,2023,6,22,23
23:00 - 00:00,95.2,EUR,2023,6,22,24
00:00 - 01:00,91.79,EUR,2023,6,23,1
01:00 - 02:00,91.28,EUR,2023,6,23,2
02:00 - 03:00,90.94,EUR,2023,6,23,3
03:00 - 04:00,94.56,EUR,2023,6,23,4
04:00 - 05:00,115.09,EUR,2023,6,23,5
05:00 - 06:00,128.86,EUR,2023,6,23,6
06:00 - 07:00,130.87,EUR,2023,6,23,7
07:00 - 08:00,121.65,EUR,2023,6,23,8
08:00 - 09:00,106.27,EUR,2023,6,23,9
09:00 - 10:00,98.1,EUR,2023,6,23,10
10:00 - 11:00,92.89,EUR,2023,6,23,11
11:00 - 12:00,86.71,EUR,2023,6,23,12
12:00 - 13:00,79.07,EUR,2023,6,23,13
13:00 - 14:00,78.33,EUR,2023,6,23,14
14:00 - 15:00,85.84,EUR,2023,6,23,15
15:00 - 16:00,96.24,EUR,2023,6,23,16
16:00 - 17:00,107.55,EUR,2023,6,23,17
17:00 - 18:00,129.68,EUR,2023,6,23,18
18:00 - 19:00,137.1,EUR,2023,6,23,19
19:00 - 20:00,134.99,EUR,2023,6,23,20
20:00 - 21:00,130.54,EUR,2023,6,23,21
21:00 - 22:00,122.22,EUR,2023,6,23,22
22:00 - 23:00,117.34,EUR,2023,6,23,23
23:00 - 00:00,109.72,EUR,2023,6,23,24
00:00 - 01:00,102.89,EUR,2023,6,24,1
01:00 - 02:00,100.31,EUR,2023,6,24,2
02:00 - 03:00,94.33,EUR,2023,6,24,3
03:00 - 04:00,92.51,EUR,2023,6,24,4
04:00 - 05:00,92.29,EUR,2023,6,24,5
05:00 - 06:00,92.3,EUR,2023,6,24,6
06:00 - 07:00,90.57,EUR,2023,6,24,7
07:00 - 08:00,81.69,EUR,2023,6,24,8
08:00 - 09:00,57.64,EUR,2023,6,24,9
09:00 - 10:00,25,EUR,2023,6,24,10
10:00 - 11:00,14.99,EUR,2023,6,24,11
11:00 - 12:00,1.9,EUR,2023,6,24,12
12:00 - 13:00,0.31,EUR,2023,6,24,13
13:00 - 14:00,10,EUR,2023,6,24,14
14:00 - 15:00,28.2,EUR,2023,6,24,15
15:00 - 16:00,80.98,EUR,2023,6,24,16
16:00 - 17:00,98.74,EUR,2023,6,24,17
17:00 - 18:00,127.01,EUR,2023,6,24,18
18:00 - 19:00,138.65,EUR,2023,6,24,19
19:00 - 20:00,146.2,EUR,2023,6,24,20
20:00 - 21:00,130.14,EUR,2023,6,24,21
21:00 - 22:00,118.31,EUR,2023,6,24,22
22:00 - 23:00,121.06,EUR,2023,6,24,23
23:00 - 00:00,111.9,EUR,2023,6,24,24
00:00 - 01:00,106.8,EUR,2023,6,25,1
01:00 - 02:00,105.47,EUR,2023,6,25,2
02:00 - 03:00,101.12,EUR,2023,6,25,3
03:00 - 04:00,99.5,EUR,2023,6,25,4
04:00 - 05:00,86.14,EUR,2023,6,25,5
05:00 - 06:00,78,EUR,2023,6,25,6
06:00 - 07:00,54,EUR,2023,6,25,7
07:00 - 08:00,32.55,EUR,2023,6,25,8
08:00 - 09:00,9.69,EUR,2023,6,25,9
09:00 - 10:00,0.1,EUR,2023,6,25,10
10:00 - 11:00,0,EUR,2023,6,25,11
11:00 - 12:00,-0.1,EUR,2023,6,25,12
12:00 - 13:00,-0.1,EUR,2023,6,25,13
13:00 - 14:00,0,EUR,2023,6,25,14
14:00 - 15:00,9.69,EUR,2023,6,25,15
15:00 - 16:00,71.05,EUR,2023,6,25,16
16:00 - 17:00,105.09,EUR,2023,6,25,17
17:00 - 18:00,122.85,EUR,2023,6,25,18
18:00 - 19:00,153.81,EUR,2023,6,25,19
19:00 - 20:00,163.44,EUR,2023,6,25,20
20:00 - 21:00,143.25,EUR,2023,6,25,21
21:00 - 22:00,118.98,EUR,2023,6,25,22
22:00 - 23:00,115.14,EUR,2023,6,25,23
23:00 - 00:00,106,EUR,2023,6,25,24
00:00 - 01:00,93.3,EUR,2023,6,26,1
01:00 - 02:00,83.71,EUR,2023,6,26,2
02:00 - 03:00,83.63,EUR,2023,6,26,3
03:00 - 04:00,99.21,EUR,2023,6,26,4
04:00 - 05:00,104.97,EUR,2023,6,26,5
05:00 - 06:00,130.34,EUR,2023,6,26,6
06:00 - 07:00,119.95,EUR,2023,6,26,7
07:00 - 08:00,101.52,EUR,2023,6,26,8
08:00 - 09:00,87.9,EUR,2023,6,26,9
09:00 - 10:00,81.4,EUR,2023,6,26,10
10:00 - 11:00,25,EUR,2023,6,26,11
11:00 - 12:00,30,EUR,2023,6,26,12
12:00 - 13:00,44.51,EUR,2023,6,26,13
13:00 - 14:00,38.03,EUR,2023,6,26,14
14:00 - 15:00,62.37,EUR,2023,6,26,15
15:00 - 16:00,83.48,EUR,2023,6,26,16
16:00 - 17:00,97,EUR,2023,6,26,17
17:00 - 18:00,109.43,EUR,2023,6,26,18
18:00 - 19:00,119.9,EUR,2023,6,26,19
19:00 - 20:00,130,EUR,2023,6,26,20
20:00 - 21:00,129.54,EUR,2023,6,26,21
21:00 - 22:00,118.04,EUR,2023,6,26,22
22:00 - 23:00,114.28,EUR,2023,6,26,23
23:00 - 00:00,100.14,EUR,2023,6,26,24
00:00 - 01:00,93.03,EUR,2023,6,27,1
01:00 - 02:00,93.59,EUR,2023,6,27,2
02:00 - 03:00,89.2,EUR,2023,6,27,3
03:00 - 04:00,92,EUR,2023,6,27,4
04:00 - 05:00,115.29,EUR,2023,6,27,5
05:00 - 06:00,130,EUR,2023,6,27,6
06:00 - 07:00,127.04,EUR,2023,6,27,7
07:00 - 08:00,102.24,EUR,2023,6,27,8
08:00 - 09:00,90,EUR,2023,6,27,9
09:00 - 10:00,80.27,EUR,2023,6,27,10
10:00 - 11:00,73.05,EUR,2023,6,27,11
11:00 - 12:00,63.46,EUR,2023,6,27,12
12:00 - 13:00,68.12,EUR,2023,6,27,13
13:00 - 14:00,80.28,EUR,2023,6,27,14
14:00 - 15:00,89.05,EUR,2023,6,27,15
15:00 - 16:00,96.4,EUR,2023,6,27,16
16:00 - 17:00,113.57,EUR,2023,6,27,17
17:00 - 18:00,130.41,EUR,2023,6,27,18
18:00 - 19:00,134.53,EUR,2023,6,27,19
19:00 - 20:00,130.3,EUR,2023,6,27,20
20:00 - 21:00,125.06,EUR,2023,6,27,21
21:00 - 22:00,116.16,EUR,2023,6,27,22
22:00 - 23:00,98.05,EUR,2023,6,27,23
23:00 - 00:00,90.58,EUR,2023,6,27,24
00:00 - 01:00,87.07,EUR,2023,6,28,1
01:00 - 02:00,86.22,EUR,2023,6,28,2
02:00 - 03:00,87.12,EUR,2023,6,28,3
03:00 - 04:00,93.95,EUR,2023,6,28,4
04:00 - 05:00,113.8,EUR,2023,6,28,5
05:00 - 06:00,130.27,EUR,2023,6,28,6
06:00 - 07:00,127.71,EUR,2023,6,28,7
07:00 - 08:00,113.65,EUR,2023,6,28,8
08:00 - 09:00,101.89,EUR,2023,6,28,9
09:00 - 10:00,99.3,EUR,2023,6,28,10
10:00 - 11:00,101.18,EUR,2023,6,28,11
11:00 - 12:00,97.42,EUR,2023,6,28,12
12:00 - 13:00,95.59,EUR,2023,6,28,13
13:00 - 14:00,95.39,EUR,2023,6,28,14
14:00 - 15:00,97.6,EUR,2023,6,28,15
15:00 - 16:00,107.08,EUR,2023,6,28,16
16:00 - 17:00,128.14,EUR,2023,6,28,17
17:00 - 18:00,153.25,EUR,2023,6,28,18
18:00 - 19:00,167.62,EUR,2023,6,28,19
19:00 - 20:00,159.1,EUR,2023,6,28,20
20:00 - 21:00,140,EUR,2023,6,28,21
21:00 - 22:00,121.1,EUR,2023,6,28,22
22:00 - 23:00,119.46,EUR,2023,6,28,23
23:00 - 00:00,110.06,EUR,2023,6,28,24
00:00 - 01:00,101.72,EUR,2023,6,29,1
01:00 - 02:00,98.04,EUR,2023,6,29,2
02:00 - 03:00,99.64,EUR,2023,6,29,3
03:00 - 04:00,104.23,EUR,2023,6,29,4
04:00 - 05:00,121.06,EUR,2023,6,29,5
05:00 - 06:00,130.48,EUR,2023,6,29,6
06:00 - 07:00,130.31,EUR,2023,6,29,7
07:00 - 08:00,116.39,EUR,2023,6,29,8
08:00 - 09:00,105.95,EUR,2023,6,29,9
09:00 - 10:00,98.6,EUR,2023,6,29,10
10:00 - 11:00,90,EUR,2023,6,29,11
11:00 - 12:00,92.75,EUR,2023,6,29,12
12:00 - 13:00,98.6,EUR,2023,6,29,13
13:00 - 14:00,100,EUR,2023,6,29,14
14:00 - 15:00,101.12,EUR,2023,6,29,15
15:00 - 16:00,112.03,EUR,2023,6,29,16
16:00 - 17:00,129.91,EUR,2023,6,29,17
17:00 - 18:00,134.9,EUR,2023,6,29,18
18:00 - 19:00,165.66,EUR,2023,6,29,19
19:00 - 20:00,151.31,EUR,2023,6,29,20
20:00 - 21:00,139.87,EUR,2023,6,29,21
21:00 - 22:00,120.25,EUR,2023,6,29,22
22:00 - 23:00,115.53,EUR,2023,6,29,23
23:00 - 00:00,103.4,EUR,2023,6,29,24
00:00 - 01:00,96.55,EUR,2023,6,30,1
01:00 - 02:00,96.34,EUR,2023,6,30,2
02:00 - 03:00,94.75,EUR,2023,6,30,3
03:00 - 04:00,105.34,EUR,2023,6,30,4
04:00 - 05:00,123.22,EUR,2023,6,30,5
05:00 - 06:00,124.94,EUR,2023,6,30,6
06:00 - 07:00,114,EUR,2023,6,30,7
07:00 - 08:00,84.9,EUR,2023,6,30,8
08:00 - 09:00,97.93,EUR,2023,6,30,9
09:00 - 10:00,90.1,EUR,2023,6,30,10
10:00 - 11:00,88.35,EUR,2023,6,30,11
11:00 - 12:00,90.1,EUR,2023,6,30,12
12:00 - 13:00,88.46,EUR,2023,6,30,13
13:00 - 14:00,78.02,EUR,2023,6,30,14
14:00 - 15:00,82.67,EUR,2023,6,30,15
15:00 - 16:00,79,EUR,2023,6,30,16
16:00 - 17:00,101.99,EUR,2023,6,30,17
17:00 - 18:00,110.1,EUR,2023,6,30,18
18:00 - 19:00,131.52,EUR,2023,6,30,19
19:00 - 20:00,128.84,EUR,2023,6,30,20
20:00 - 21:00,121.24,EUR,2023,6,30,21
21:00 - 22:00,109.47,EUR,2023,6,30,22
22:00 - 23:00,101.56,EUR,2023,6,30,23
23:00 - 00:00,99.5,EUR,2023,6,30,24
00:00 - 01:00,83.28,EUR,2023,7,1,1
01:00 - 02:00,66.89,EUR,2023,7,1,2
02:00 - 03:00,60.03,EUR,2023,7,1,3
03:00 - 04:00,53.64,EUR,2023,7,1,4
04:00 - 05:00,54.27,EUR,2023,7,1,5
05:00 - 06:00,55.12,EUR,2023,7,1,6
06:00 - 07:00,76.09,EUR,2023,7,1,7
07:00 - 08:00,64.9,EUR,2023,7,1,8
08:00 - 09:00,44.3,EUR,2023,7,1,9
09:00 - 10:00,24.61,EUR,2023,7,1,10
10:00 - 11:00,16.83,EUR,2023,7,1,11
11:00 - 12:00,4.43,EUR,2023,7,1,12
12:00 - 13:00,0.07,EUR,2023,7,1,13
13:00 - 14:00,0.89,EUR,2023,7,1,14
14:00 - 15:00,11.11,EUR,2023,7,1,15
15:00 - 16:00,49.9,EUR,2023,7,1,16
16:00 - 17:00,71.88,EUR,2023,7,1,17
17:00 - 18:00,78.7,EUR,2023,7,1,18
18:00 - 19:00,87,EUR,2023,7,1,19
19:00 - 20:00,92.79,EUR,2023,7,1,20
20:00 - 21:00,98.8,EUR,2023,7,1,21
21:00 - 22:00,89.86,EUR,2023,7,1,22
22:00 - 23:00,16.45,EUR,2023,7,1,23
23:00 - 00:00,3.17,EUR,2023,7,1,24
00:00 - 01:00,0.01,EUR,2023,7,2,1
01:00 - 02:00,0,EUR,2023,7,2,2
02:00 - 03:00,-0.03,EUR,2023,7,2,3
03:00 - 04:00,-0.05,EUR,2023,7,2,4
04:00 - 05:00,-0.06,EUR,2023,7,2,5
05:00 - 06:00,-0.51,EUR,2023,7,2,6
06:00 - 07:00,-2.97,EUR,2023,7,2,7
07:00 - 08:00,-16.9,EUR,2023,7,2,8
08:00 - 09:00,-60,EUR,2023,7,2,9
09:00 - 10:00,-252.92,EUR,2023,7,2,10
10:00 - 11:00,-449.57,EUR,2023,7,2,11
11:00 - 12:00,-500,EUR,2023,7,2,12
12:00 - 13:00,-500,EUR,2023,7,2,13
13:00 - 14:00,-500,EUR,2023,7,2,14
14:00 - 15:00,-172.39,EUR,2023,7,2,15
15:00 - 16:00,-35.18,EUR,2023,7,2,16
16:00 - 17:00,-6.01,EUR,2023,7,2,17
17:00 - 18:00,4.88,EUR,2023,7,2,18
18:00 - 19:00,69.1,EUR,2023,7,2,19
19:00 - 20:00,85.58,EUR,2023,7,2,20
20:00 - 21:00,94.9,EUR,2023,7,2,21
21:00 - 22:00,86.08,EUR,2023,7,2,22
22:00 - 23:00,66,EUR,2023,7,2,23
23:00 - 00:00,43.5,EUR,2023,7,2,24
00:00 - 01:00,24.09,EUR,2023,7,3,1
01:00 - 02:00,10.26,EUR,2023,7,3,2
02:00 - 03:00,15.8,EUR,2023,7,3,3
03:00 - 04:00,54,EUR,2023,7,3,4
04:00 - 05:00,86,EUR,2023,7,3,5
05:00 - 06:00,110.89,EUR,2023,7,3,6
06:00 - 07:00,104.91,EUR,2023,7,3,7
07:00 - 08:00,67.5,EUR,2023,7,3,8
08:00 - 09:00,7.34,EUR,2023,7,3,9
09:00 - 10:00,-0.06,EUR,2023,7,3,10
10:00 - 11:00,-8.43,EUR,2023,7,3,11
11:00 - 12:00,-10,EUR,2023,7,3,12
12:00 - 13:00,-10.07,EUR,2023,7,3,13
13:00 - 14:00,-10,EUR,2023,7,3,14
14:00 - 15:00,-0.07,EUR,2023,7,3,15
15:00 - 16:00,9.45,EUR,2023,7,3,16
16:00 - 17:00,79.95,EUR,2023,7,3,17
17:00 - 18:00,116.51,EUR,2023,7,3,18
18:00 - 19:00,124.5,EUR,2023,7,3,19
19:00 - 20:00,127.99,EUR,2023,7,3,20
20:00 - 21:00,121.3,EUR,2023,7,3,21
21:00 - 22:00,114.5,EUR,2023,7,3,22
22:00 - 23:00,96.75,EUR,2023,7,3,23
23:00 - 00:00,81.28,EUR,2023,7,3,24
00:00 - 01:00,71,EUR,2023,7,4,1
01:00 - 02:00,64.44,EUR,2023,7,4,2
02:00 - 03:00,70.42,EUR,2023,7,4,3
03:00 - 04:00,85.27,EUR,2023,7,4,4
04:00 - 05:00,113.74,EUR,2023,7,4,5
05:00 - 06:00,119.97,EUR,2023,7,4,6
06:00 - 07:00,113.29,EUR,2023,7,4,7
07:00 - 08:00,76.08,EUR,2023,7,4,8
08:00 - 09:00,33.64,EUR,2023,7,4,9
09:00 - 10:00,10.08,EUR,2023,7,4,10
10:00 - 11:00,14.9,EUR,2023,7,4,11
11:00 - 12:00,23.09,EUR,2023,7,4,12
12:00 - 13:00,23,EUR,2023,7,4,13
13:00 - 14:00,39.22,EUR,2023,7,4,14
14:00 - 15:00,84.29,EUR,2023,7,4,15
15:00 - 16:00,93.68,EUR,2023,7,4,16
16:00 - 17:00,116.86,EUR,2023,7,4,17
17:00 - 18:00,146.29,EUR,2023,7,4,18
18:00 - 19:00,170.87,EUR,2023,7,4,19
19:00 - 20:00,169.38,EUR,2023,7,4,20
20:00 - 21:00,144.6,EUR,2023,7,4,21
21:00 - 22:00,124.09,EUR,2023,7,4,22
22:00 - 23:00,122.94,EUR,2023,7,4,23
23:00 - 00:00,108.75,EUR,2023,7,4,24
00:00 - 01:00,94.31,EUR,2023,7,5,1
01:00 - 02:00,84.6,EUR,2023,7,5,2
02:00 - 03:00,67.56,EUR,2023,7,5,3
03:00 - 04:00,68.2,EUR,2023,7,5,4
04:00 - 05:00,76.43,EUR,2023,7,5,5
05:00 - 06:00,92.59,EUR,2023,7,5,6
06:00 - 07:00,98.35,EUR,2023,7,5,7
07:00 - 08:00,82.4,EUR,2023,7,5,8
08:00 - 09:00,73.44,EUR,2023,7,5,9
09:00 - 10:00,39.45,EUR,2023,7,5,10
10:00 - 11:00,0.01,EUR,2023,7,5,11
11:00 - 12:00,0,EUR,2023,7,5,12
12:00 - 13:00,-5.5,EUR,2023,7,5,13
13:00 - 14:00,-4.75,EUR,2023,7,5,14
14:00 - 15:00,-3.52,EUR,2023,7,5,15
15:00 - 16:00,39.1,EUR,2023,7,5,16
16:00 - 17:00,92.24,EUR,2023,7,5,17
17:00 - 18:00,104.71,EUR,2023,7,5,18
18:00 - 19:00,118.1,EUR,2023,7,5,19
19:00 - 20:00,122.78,EUR,2023,7,5,20
20:00 - 21:00,121.71,EUR,2023,7,5,21
21:00 - 22:00,114.89,EUR,2023,7,5,22
22:00 - 23:00,91.62,EUR,2023,7,5,23
23:00 - 00:00,84,EUR,2023,7,5,24
00:00 - 01:00,82.4,EUR,2023,7,6,1
01:00 - 02:00,83.05,EUR,2023,7,6,2
02:00 - 03:00,85.01,EUR,2023,7,6,3
03:00 - 04:00,94.37,EUR,2023,7,6,4
04:00 - 05:00,113.75,EUR,2023,7,6,5
05:00 - 06:00,126.17,EUR,2023,7,6,6
06:00 - 07:00,124.85,EUR,2023,7,6,7
07:00 - 08:00,110.97,EUR,2023,7,6,8
08:00 - 09:00,94.42,EUR,2023,7,6,9
09:00 - 10:00,86.38,EUR,2023,7,6,10
10:00 - 11:00,56.54,EUR,2023,7,6,11
11:00 - 12:00,69.23,EUR,2023,7,6,12
12:00 - 13:00,67.44,EUR,2023,7,6,13
13:00 - 14:00,84.05,EUR,2023,7,6,14
14:00 - 15:00,88.1,EUR,2023,7,6,15
15:00 - 16:00,98.82,EUR,2023,7,6,16
16:00 - 17:00,102.98,EUR,2023,7,6,17
17:00 - 18:00,119.4,EUR,2023,7,6,18
18:00 - 19:00,175.88,EUR,2023,7,6,19
19:00 - 20:00,175.1,EUR,2023,7,6,20
20:00 - 21:00,137.57,EUR,2023,7,6,21
21:00 - 22:00,118.98,EUR,2023,7,6,22
22:00 - 23:00,114,EUR,2023,7,6,23
23:00 - 00:00,103.38,EUR,2023,7,6,24
00:00 - 01:00,97.6,EUR,2023,7,7,1
01:00 - 02:00,89,EUR,2023,7,7,2
02:00 - 03:00,86.42,EUR,2023,7,7,3
03:00 - 04:00,90.93,EUR,2023,7,7,4
04:00 - 05:00,94.8,EUR,2023,7,7,5
05:00 - 06:00,109.2,EUR,2023,7,7,6
06:00 - 07:00,107.13,EUR,2023,7,7,7
07:00 - 08:00,91.79,EUR,2023,7,7,8
08:00 - 09:00,84,EUR,2023,7,7,9
09:00 - 10:00,79.12,EUR,2023,7,7,10
10:00 - 11:00,74.9,EUR,2023,7,7,11
11:00 - 12:00,66.57,EUR,2023,7,7,12
12:00 - 13:00,64.98,EUR,2023,7,7,13
13:00 - 14:00,66.18,EUR,2023,7,7,14
14:00 - 15:00,80.29,EUR,2023,7,7,15
15:00 - 16:00,90,EUR,2023,7,7,16
16:00 - 17:00,94.99,EUR,2023,7,7,17
17:00 - 18:00,141.98,EUR,2023,7,7,18
18:00 - 19:00,166.56,EUR,2023,7,7,19
19:00 - 20:00,137.66,EUR,2023,7,7,20
20:00 - 21:00,117.27,EUR,2023,7,7,21
21:00 - 22:00,101.56,EUR,2023,7,7,22
22:00 - 23:00,100.27,EUR,2023,7,7,23
23:00 - 00:00,91.96,EUR,2023,7,7,24
00:00 - 01:00,89.97,EUR,2023,7,8,1
01:00 - 02:00,86.59,EUR,2023,7,8,2
02:00 - 03:00,87.19,EUR,2023,7,8,3
03:00 - 04:00,87.28,EUR,2023,7,8,4
04:00 - 05:00,84.42,EUR,2023,7,8,5
05:00 - 06:00,85.23,EUR,2023,7,8,6
06:00 - 07:00,83.76,EUR,2023,7,8,7
07:00 - 08:00,76.04,EUR,2023,7,8,8
08:00 - 09:00,60.9,EUR,2023,7,8,9
09:00 - 10:00,46.32,EUR,2023,7,8,10
10:00 - 11:00,30.69,EUR,2023,7,8,11
11:00 - 12:00,-6,EUR,2023,7,8,12
12:00 - 13:00,3.97,EUR,2023,7,8,13
13:00 - 14:00,40,EUR,2023,7,8,14
14:00 - 15:00,60.9,EUR,2023,7,8,15
15:00 - 16:00,83.4,EUR,2023,7,8,16
16:00 - 17:00,107.3,EUR,2023,7,8,17
17:00 - 18:00,120.99,EUR,2023,7,8,18
18:00 - 19:00,128.76,EUR,2023,7,8,19
19:00 - 20:00,132.86,EUR,2023,7,8,20
20:00 - 21:00,129.72,EUR,2023,7,8,21
21:00 - 22:00,115.92,EUR,2023,7,8,22
22:00 - 23:00,109.44,EUR,2023,7,8,23
23:00 - 00:00,101.74,EUR,2023,7,8,24
00:00 - 01:00,101.82,EUR,2023,7,9,1
01:00 - 02:00,95.46,EUR,2023,7,9,2
02:00 - 03:00,96.03,EUR,2023,7,9,3
03:00 - 04:00,96.97,EUR,2023,7,9,4
04:00 - 05:00,94.7,EUR,2023,7,9,5
05:00 - 06:00,91.22,EUR,2023,7,9,6
06:00 - 07:00,86.27,EUR,2023,7,9,7
07:00 - 08:00,77.08,EUR,2023,7,9,8
08:00 - 09:00,60.12,EUR,2023,7,9,9
09:00 - 10:00,50.09,EUR,2023,7,9,10
10:00 - 11:00,45.69,EUR,2023,7,9,11
11:00 - 12:00,36.99,EUR,2023,7,9,12
12:00 - 13:00,44.85,EUR,2023,7,9,13
13:00 - 14:00,55.16,EUR,2023,7,9,14
14:00 - 15:00,72.97,EUR,2023,7,9,15
15:00 - 16:00,82.4,EUR,2023,7,9,16
16:00 - 17:00,104.41,EUR,2023,7,9,17
17:00 - 18:00,122.21,EUR,2023,7,9,18
18:00 - 19:00,132,EUR,2023,7,9,19
19:00 - 20:00,134.1,EUR,2023,7,9,20
20:00 - 21:00,132.12,EUR,2023,7,9,21
21:00 - 22:00,119.6,EUR,2023,7,9,22
22:00 - 23:00,112.49,EUR,2023,7,9,23
23:00 - 00:00,102,EUR,2023,7,9,24
00:00 - 01:00,94.3,EUR,2023,7,10,1
01:00 - 02:00,91.94,EUR,2023,7,10,2
02:00 - 03:00,93.31,EUR,2023,7,10,3
03:00 - 04:00,105.12,EUR,2023,7,10,4
04:00 - 05:00,120.74,EUR,2023,7,10,5
05:00 - 06:00,130.52,EUR,2023,7,10,6
06:00 - 07:00,134.27,EUR,2023,7,10,7
07:00 - 08:00,117.95,EUR,2023,7,10,8
08:00 - 09:00,105.28,EUR,2023,7,10,9
09:00 - 10:00,91.37,EUR,2023,7,10,10
10:00 - 11:00,85.85,EUR,2023,7,10,11
11:00 - 12:00,71.4,EUR,2023,7,10,12
12:00 - 13:00,58.03,EUR,2023,7,10,13
13:00 - 14:00,55.1,EUR,2023,7,10,14
14:00 - 15:00,79.56,EUR,2023,7,10,15
15:00 - 16:00,89.72,EUR,2023,7,10,16
16:00 - 17:00,121.97,EUR,2023,7,10,17
17:00 - 18:00,165.49,EUR,2023,7,10,18
18:00 - 19:00,175.89,EUR,2023,7,10,19
19:00 - 20:00,180.07,EUR,2023,7,10,20
20:00 - 21:00,162.62,EUR,2023,7,10,21
21:00 - 22:00,133.7,EUR,2023,7,10,22
22:00 - 23:00,124.41,EUR,2023,7,10,23
23:00 - 00:00,115.24,EUR,2023,7,10,24
00:00 - 01:00,105.12,EUR,2023,7,11,1
01:00 - 02:00,99.19,EUR,2023,7,11,2
02:00 - 03:00,95.97,EUR,2023,7,11,3
03:00 - 04:00,98.16,EUR,2023,7,11,4
04:00 - 05:00,99.2,EUR,2023,7,11,5
05:00 - 06:00,113.58,EUR,2023,7,11,6
06:00 - 07:00,120.95,EUR,2023,7,11,7
07:00 - 08:00,105.1,EUR,2023,7,11,8
08:00 - 09:00,91.57,EUR,2023,7,11,9
09:00 - 10:00,71.5,EUR,2023,7,11,10
10:00 - 11:00,38,EUR,2023,7,11,11
11:00 - 12:00,21.32,EUR,2023,7,11,12
12:00 - 13:00,30,EUR,2023,7,11,13
13:00 - 14:00,60,EUR,2023,7,11,14
14:00 - 15:00,68,EUR,2023,7,11,15
15:00 - 16:00,94.5,EUR,2023,7,11,16
16:00 - 17:00,114,EUR,2023,7,11,17
17:00 - 18:00,141.55,EUR,2023,7,11,18
18:00 - 19:00,160.02,EUR,2023,7,11,19
19:00 - 20:00,134.09,EUR,2023,7,11,20
20:00 - 21:00,119,EUR,2023,7,11,21
21:00 - 22:00,103.03,EUR,2023,7,11,22
22:00 - 23:00,98.47,EUR,2023,7,11,23
23:00 - 00:00,91,EUR,2023,7,11,24
00:00 - 01:00,90,EUR,2023,7,12,1
01:00 - 02:00,82.09,EUR,2023,7,12,2
02:00 - 03:00,77.4,EUR,2023,7,12,3
03:00 - 04:00,76,EUR,2023,7,12,4
04:00 - 05:00,88.22,EUR,2023,7,12,5
05:00 - 06:00,115.4,EUR,2023,7,12,6
06:00 - 07:00,120,EUR,2023,7,12,7
07:00 - 08:00,102.33,EUR,2023,7,12,8
08:00 - 09:00,83,EUR,2023,7,12,9
09:00 - 10:00,50.77,EUR,2023,7,12,10
10:00 - 11:00,8.52,EUR,2023,7,12,11
11:00 - 12:00,-7.81,EUR,2023,7,12,12
12:00 - 13:00,-10,EUR,2023,7,12,13
13:00 - 14:00,-8.07,EUR,2023,7,12,14
14:00 - 15:00,3.4,EUR,2023,7,12,15
15:00 - 16:00,69.91,EUR,2023,7,12,16
16:00 - 17:00,84.72,EUR,2023,7,12,17
17:00 - 18:00,101.41,EUR,2023,7,12,18
18:00 - 19:00,117.95,EUR,2023,7,12,19
19:00 - 20:00,125.2,EUR,2023,7,12,20
20:00 - 21:00,126,EUR,2023,7,12,21
21:00 - 22:00,113.92,EUR,2023,7,12,22
22:00 - 23:00,104.92,EUR,2023,7,12,23
23:00 - 00:00,85.66,EUR,2023,7,12,24
00:00 - 01:00,79,EUR,2023,7,13,1
01:00 - 02:00,75.09,EUR,2023,7,13,2
02:00 - 03:00,76,EUR,2023,7,13,3
03:00 - 04:00,88.51,EUR,2023,7,13,4
04:00 - 05:00,102.23,EUR,2023,7,13,5
05:00 - 06:00,110.47,EUR,2023,7,13,6
06:00 - 07:00,119.1,EUR,2023,7,13,7
07:00 - 08:00,89.98,EUR,2023,7,13,8
08:00 - 09:00,88.1,EUR,2023,7,13,9
09:00 - 10:00,80,EUR,2023,7,13,10
10:00 - 11:00,75,EUR,2023,7,13,11
11:00 - 12:00,46.5,EUR,2023,7,13,12
12:00 - 13:00,46.36,EUR,2023,7,13,13
13:00 - 14:00,46.9,EUR,2023,7,13,14
14:00 - 15:00,74.25,EUR,2023,7,13,15
15:00 - 16:00,85,EUR,2023,7,13,16
16:00 - 17:00,88.98,EUR,2023,7,13,17
17:00 - 18:00,116.49,EUR,2023,7,13,18
18:00 - 19:00,130,EUR,2023,7,13,19
19:00 - 20:00,137.22,EUR,2023,7,13,20
20:00 - 21:00,129.03,EUR,2023,7,13,21
21:00 - 22:00,117.72,EUR,2023,7,13,22
22:00 - 23:00,101,EUR,2023,7,13,23
23:00 - 00:00,96.36,EUR,2023,7,13,24
00:00 - 01:00,84.55,EUR,2023,7,14,1
01:00 - 02:00,78.14,EUR,2023,7,14,2
